"id","prozessart","ikw","bundesland","ezg","ereignis_jahr","ereignis_monat","ereignis_Tag","punkt_x","punkt_y","WLK_ID"
31804,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Grünaubach",2013,6,2,450434,439230,"102944"
31818,"Fluviatiler Feststofftransport","Stark","Steiermark","Augstbach",2013,6,2,431751,416739,"104981"
31829,"Fluviatiler Feststofftransport","Stark","Steiermark","Bauerngraben",2013,6,2,442157,408272,"107284"
31832,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Aurach",2013,6,2,428906,443505,"102815"
31833,"Murgang","Mittel","Vorarlberg","Schwarzatobel",2013,6,2,142997,353729,"301621"
31843,"Fluviatiler Feststofftransport","Mittel","Vorarlberg",NA,2013,6,1,125467,370484,"309141"
31845,"Fluviatiler Feststofftransport","Mittel","Vorarlberg","Tuxbach",2013,6,1,122862,371797,"310621"
31846,"Murgang","Extrem","Tirol",NA,2013,6,2,307571,406779,"110156"
31855,"Murgang","Stark","Vorarlberg",NA,2013,6,1,148259,348097,"140982"
31856,"Fluviatiler Feststofftransport","Mittel","Steiermark","Lupitschbach",2013,6,2,430212,414200,"106302"
31858,"Fluviatiler Feststofftransport","Mittel","Steiermark","Trattenbach",2013,6,2,432011,414922,"105626"
31860,"Fluviatiler Feststofftransport","Stark","Steiermark","Bäckengraben",2013,6,2,438005,408531,"107279"
31861,"Fluviatiler Feststofftransport","Mittel","Steiermark","Pichlergraben",2013,6,2,439241,407966,"107293"
31865,"Fluviatiler Feststofftransport","Mittel","Steiermark","Bergerbach",2013,6,2,440493,407993,"107302"
31866,"Fluviatiler Feststofftransport","Stark","Steiermark","Ziegelbach",2013,6,2,434158,411202,"106553"
31867,"Fluviatiler Feststofftransport","Stark","Steiermark","Schindergraben",2013,6,2,433253,412597,"106706"
31869,"Fluviatiler Feststofftransport","Mittel","Steiermark","Krunglbach",2013,6,2,450813,406451,"107353"
31870,"Fluviatiler Feststofftransport","Stark","Steiermark","Grimmingbach",2013,6,2,451411,405725,"106291"
31871,"Fluviatiler Feststofftransport","Stark","Steiermark","Zlaimbach",2013,6,2,436898,413445,"162129"
31877,"Fluviatiler Feststofftransport","Stark","Tirol","Grandlbach",2013,6,8,270673,381791,"110090"
31878,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Krumme Steyrling",2013,6,1,474318,442775,"103379"
31879,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Mollnerbach",2013,6,1,469939,441826,"103377"
31880,"Murgang","Extrem","Tirol","Neuhausbach",2013,6,2,309202,399028,"110294"
31882,"Murartiger Feststofftransport","Stark","Tirol","Lahntalbach (Gschließbach)",2013,6,2,301659,398404,"110324"
31883,"Murgang","Extrem","Tirol","Feistengraben",2013,6,2,316644,401552,"110178"
31885,"Fluviatiler Feststofftransport","Extrem","Tirol","Stampfangerbach",2013,6,2,315081,401644,"110164"
31887,"Murartiger Feststofftransport","Extrem","Tirol","Hauserbach",2013,6,2,308984,397966,"110235"
31888,"Murartiger Feststofftransport","Extrem","Tirol","Pinnersdorferbach",2013,6,2,308126,398795,"110310"
31889,"Murartiger Feststofftransport","Stark","Tirol","Riederbach",2013,6,2,307289,398992,"110287"
31890,"Murartiger Feststofftransport","Stark","Tirol","Högergraben",2013,6,2,311803,395051,"110431"
31891,"Murartiger Feststofftransport","Extrem","Tirol","Kehlbach",2013,6,2,309303,388082,"110487"
31894,"Fluviatiler Feststofftransport","Stark","Tirol","Luecherbach",2013,6,2,311289,399135,"109082"
31895,"Fluviatiler Feststofftransport","Extrem","Tirol","Moosertalbach",2013,6,2,330339,420074,"110019"
31898,"Murartiger Feststofftransport","Extrem","Steiermark","Lahngraben",2013,6,2,477836,401703,"104544"
31899,"Fluviatiler Feststofftransport","Mittel","Steiermark","Grünbichlbach",2013,6,2,477087,403875,"104482"
31935,"Fluviatiler Feststofftransport","Gering","Steiermark","Strickerbach",2013,6,1,449624,386670,"105277"
31936,"Fluviatiler Feststofftransport","Gering","Steiermark","Weiderachbach",2013,6,1,427769,389366,"104977"
32387,"Murartiger Feststofftransport","Stark","Tirol","Zollhäuslbach",2013,6,2,311253,395546,"110295"
31900,"Fluviatiler Feststofftransport","Mittel","Steiermark","Strechaubach",2013,6,2,473900,402108,"104559"
31901,"Fluviatiler Feststofftransport","Stark","Steiermark","Büschendorferbach",2013,6,2,480104,403843,"107475"
31902,"Fluviatiler Feststofftransport","Gering","Steiermark","Bärndorfer Bach",2013,6,2,482720,403376,"107482"
31903,"Fluviatiler Feststofftransport","Gering","Steiermark","Bessererbach",2013,6,2,479083,403709,"104475"
31904,"Fluviatiler Feststofftransport","Gering","Steiermark","Arbesserbach",2013,6,2,475459,403294,"104539"
31905,"Fluviatiler Feststofftransport","Mittel","Steiermark","Roßgraben",2013,6,2,508856,418095,"105826"
31907,"Fluviatiler Feststofftransport","Gering","Steiermark","Tamischbach",2013,6,2,502941,419498,"105558"
31908,"Fluviatiler Feststofftransport","Gering","Steiermark","Bergergraben",2013,6,2,504600,418663,"105881"
31909,"Fluviatiler Feststofftransport","Gering","Steiermark","Thumbach",2013,6,2,504741,418203,"153769"
31910,"Fluviatiler Feststofftransport","Mittel","Steiermark","Spitzenbach",2013,1,5,496433,422909,"104593"
31911,"Fluviatiler Feststofftransport","Mittel","Steiermark","Spitzenbach",2013,6,2,496431,422889,"104593"
31912,"Fluviatiler Feststofftransport","Mittel","Steiermark","Schrabach",2013,6,2,495958,399485,"104631"
31913,"Fluviatiler Feststofftransport","Mittel","Steiermark","Schüttgraben",2013,6,2,489046,409746,"107343"
31914,"Fluviatiler Feststofftransport","Stark","Steiermark","Triebenbach",2013,6,2,486858,397807,"104621"
31915,"Fluviatiler Feststofftransport","Gering","Steiermark","Prechtlergraben",2013,6,2,486732,400922,"104577"
31916,"Fluviatiler Feststofftransport","Mittel","Steiermark","Dietmannsdorferbach",2013,6,2,486379,401382,"104531"
31917,"Fluviatiler Feststofftransport","Mittel","Steiermark","Ardningbach",2013,6,2,477922,412796,"106446"
31918,"Fluviatiler Feststofftransport","Mittel","Steiermark","Metschitzgraben",2013,6,2,476549,411525,"106776"
31919,"Fluviatiler Feststofftransport","Mittel","Steiermark","Flitzenbach",2013,6,2,490642,400401,"107490"
31920,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Pießlingbach",2013,6,1,469730,424569,"103355"
31922,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Steinbach",2013,6,1,453888,442998,"103110"
31923,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Vorderer Rettenbach",2013,6,1,465698,432027,"103342"
31924,"Fluviatiler Feststofftransport","Stark","Vorarlberg","Schlosstobelbach",2013,6,1,130906,372999,"298821"
31925,"Fluviatiler Feststofftransport","Stark","Vorarlberg","Alfenz",2013,6,1,156382,364082,"307941"
31926,"Murartiger Feststofftransport","Mittel","Vorarlberg","Galarschtobel",2013,6,1,137509,362767,"175182"
31927,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Oberleitnergraben",2013,6,2,408655,434006,"102919"
31928,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Wangauer Ache",2013,6,2,407233,441447,"103117"
31929,"Murartiger Feststofftransport","Stark","Tirol","Staffenbach",2013,6,2,329457,419597,"110257"
31931,"Fluviatiler Feststofftransport","Stark","Steiermark","Walchenbach",2013,6,2,454651,391895,"104730"
31932,"Murartiger Feststofftransport","Extrem","Tirol","Alpbacher Ache",2013,6,2,295476,388908,"110458"
31943,"Fluviatiler Feststofftransport","Mittel","Tirol","Luecherbach",2013,6,2,311303,399153,"109082"
31944,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Alexenauerbach",2013,6,2,418387,441727,"102853"
31945,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Steyrlingbach",2013,6,2,456073,432320,"103393"
31946,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Baumgartner-Schiliftgraben",2013,6,2,397766,437160,"102534"
31947,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Kniewasserbach",2013,6,1,462599,430598,"103391"
31949,"Murartiger Feststofftransport","Mittel","Oberösterreich","Baumgartnergraben",2013,6,2,397598,437046,"102545"
31955,"Murgang","Extrem","Tirol",NA,2013,6,2,302060,393670,"110441"
31959,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Greinerbach",2013,6,2,513517,482418,"102447"
31960,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Kreuzenerbach",2013,6,2,512319,482130,"102444"
31963,"Murgang","Extrem","Tirol","Rettenbach",2013,6,4,296259,395037,"110211"
31966,"Fluviatiler Feststofftransport","Extrem","Vorarlberg","Eulentobelbach",2013,6,1,130265,402425,"308901"
31967,"Murartiger Feststofftransport","Extrem","Tirol","Ramsbach",2013,6,2,324757,418683,"110366"
31968,"Fluviatiler Feststofftransport","Stark","Tirol","Taxerbach (Heubergbach)",2013,6,2,323302,416545,"110468"
31970,"Fluviatiler Feststofftransport","Extrem","Tirol","Staudingergraben",2013,6,2,319255,416841,"155935"
31971,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Rindbach",2013,6,2,434524,434156,"102983"
31972,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Frauenweißenbach",2013,6,2,432535,429779,"102992"
31973,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Sueßgraben",2013,6,2,418067,424807,"103030"
31974,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Grenzgraben",2013,6,2,417677,424772,"103031"
31976,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Wirlingwandbäche",2013,6,2,417322,424986,"102960"
31977,"Fluviatiler Feststofftransport","Extrem","Tirol","Hababach",2013,6,2,288393,393582,"144615"
31978,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Grabenbach",2013,6,2,419731,425291,"103027"
31979,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Saiherbach",2013,6,2,420690,424721,"103025"
31983,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Hinterrinnbach",2013,6,2,445869,437787,"102929"
31984,"Murartiger Feststofftransport","Stark","Tirol","Marchbach",2013,6,2,323548,401812,"148619"
31986,"Fluviatiler Feststofftransport","Stark","Oberösterreich",NA,2013,6,1,488587,453762,"103158"
31989,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Elmberggräben",2013,6,2,472554,494128,"151682"
31990,"Fluviatiler Feststofftransport","Stark","Oberösterreich",NA,2013,6,2,420903,417050,"103074"
31991,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Gosaubach",2013,6,2,416019,409492,"102946"
31992,"Fluviatiler Feststofftransport","Gering","Oberösterreich","Gassoldingerbach",2013,6,2,505276,482087,"102453"
31993,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Deimingerbach",2013,6,2,504277,481315,"102455"
31997,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Parschallenbach",2013,6,2,413788,439184,"103106"
31999,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Brunnreithgraben",2013,6,2,484369,457052,"103204"
32000,"Fluviatiler Feststofftransport","Gering","Oberösterreich","Teichl-OL",2013,6,2,475374,417177,"103336"
32002,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Dambach",2013,6,2,476105,422196,"103136"
32003,"Fluviatiler Feststofftransport","Gering","Oberösterreich","Schröckenfuxgraben",2013,6,2,474821,419481,"103326"
32005,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Dambach",2013,6,2,476575,423475,"103136"
32019,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Poserer Höllgraben",2013,6,2,420850,417134,"103074"
32026,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Plodergraben",2013,7,3,466998,444244,"103143"
32027,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Kothbauerngraben",2013,7,3,466926,444140,"103142"
32028,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Ramsaugraben",2013,7,3,466651,443342,"103141"
32029,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Sandbauerngraben",2013,6,2,462263,428017,"103414"
32030,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Oberleitnergraben",2013,7,3,408739,434320,"102919"
32031,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Dexelbach",2013,7,3,414396,440019,"102621"
32032,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Hallstätter Mühlbach",2013,6,18,423811,407039,"102915"
32034,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Färbergraben",2013,6,1,470662,451667,"103120"
32035,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Miesenbach",2013,6,2,427857,405430,"102872"
32036,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Wangauer Ache",2013,7,3,405417,436705,"103117"
32042,"Murgang","Extrem","Salzburg","Aufhausnerbach",2013,6,2,356836,377590,"104394"
32043,"Murgang","Extrem","Salzburg","Langackergraben",2013,6,2,357598,377617,"104305"
32044,"Murgang","Extrem","Salzburg","Limbergbach",2013,6,2,357569,377624,"104306"
32045,"Fluviatiler Feststofftransport","Extrem","Salzburg","Schüttbach",2013,6,2,358838,378282,"104250"
32046,"Murartiger Feststofftransport","Mittel","Salzburg","Schroffenwaldrunsen",2013,6,2,359265,379968,"104304"
32048,"Fluviatiler Feststofftransport","Stark","Salzburg","Reitersbach",2013,6,2,359547,383110,"104269"
32049,"Murgang","Extrem","Salzburg","Seehäuslbach",2013,6,2,359364,382230,"104309"
32050,"Fluviatiler Feststofftransport","Extrem","Salzburg","Urslau",2013,6,2,363446,391825,"104270"
32051,"Murartiger Feststofftransport","Extrem","Salzburg","Schmittenbach",2013,6,2,357063,380740,"104249"
32052,"Fluviatiler Feststofftransport","Stark","Salzburg","Walcherbach",2013,6,2,350940,377897,"104400"
32055,"Fluviatiler Feststofftransport","Gering","Oberösterreich","Neustiftbach",2013,6,5,446964,493218,"103265"
32056,"Fluviatiler Feststofftransport","Gering","Oberösterreich","Hornbachgraben",2013,6,13,443649,494437,"103264"
32057,"Fluviatiler Feststofftransport","Gering","Oberösterreich","Eselbach",2013,6,2,464419,425039,"103305"
32059,"Fluviatiler Feststofftransport","Gering","Oberösterreich","Loigisbach",2013,6,2,464032,423393,"103304"
32060,"Fluviatiler Feststofftransport","Gering","Oberösterreich","Pießlingbach",2013,6,2,469501,424801,"103355"
32061,"Fluviatiler Feststofftransport","Gering","Oberösterreich","Loigisbach",2013,6,2,463261,423089,"103304"
32062,"Fluviatiler Feststofftransport","Gering","Oberösterreich","Stögerbach",2013,6,2,461431,422755,"103416"
32063,"Fluviatiler Feststofftransport","Mittel","Oberösterreich",NA,2013,6,2,461306,451864,"103307"
32064,"Fluviatiler Feststofftransport","Gering","Oberösterreich","Ofenschüsselbach",2013,6,2,460022,453670,"103366"
32066,"Murartiger Feststofftransport","Extrem","Tirol","Schallerbach",2013,7,18,183176,358174,"109348"
32067,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Dürre Ager Oberlauf",2013,7,3,408387,445026,"102617"
32068,"Fluviatiler Feststofftransport","Mittel","Tirol","Tessenbergerbach",2013,7,17,333756,318461,"110556"
32073,"Murgang","Extrem","Tirol","Tiefenbach",2013,7,17,331043,319566,"108682"
32074,"Fluviatiler Feststofftransport","Mittel","Tirol",NA,2013,7,17,333651,325476,"159575"
32075,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Laudach",2013,5,31,439951,443678,"138884"
32076,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Südlicher Grenzgraben Gmunden",2013,5,31,435529,445328,"102971"
32079,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Winklergraben",2013,6,2,428792,429224,"102995"
32100,"Murgang","Extrem","Salzburg","Högmoosgraben-Ost",2013,7,2,368453,376831,"104288"
32101,"Murartiger Feststofftransport","Extrem","Salzburg","Högmoosgraben-Mitte",2013,6,2,368158,377014,"104287"
32102,"Murartiger Feststofftransport","Extrem","Salzburg","Högmoosgraben-West",2013,6,2,367582,376925,"104289"
32103,"Fluviatiler Feststofftransport","Extrem","Salzburg","Brandenauerbach",2013,6,2,366644,377977,"104182"
32104,"Murgang","Extrem","Salzburg","Schmiedgraben",2013,6,3,372160,377256,"104240"
32116,"Murgang","Extrem","Tirol","Bachhauserbach",2013,7,26,253429,347782,"1774935"
32117,"Murartiger Feststofftransport","Extrem","Tirol","Erlbach",2013,7,26,338724,317842,"108698"
32118,"Murartiger Feststofftransport","Stark","Tirol","Margarethenbach",2013,7,26,340800,318510,"108717"
32119,"Murartiger Feststofftransport","Extrem","Tirol","Tilliachbach",2013,7,26,333548,324766,"108956"
32129,"Murartiger Feststofftransport","Extrem","Vorarlberg",NA,2013,8,3,150526,364154,"318261"
32131,"Murgang","Stark","Tirol","Untergrünau - Runsen",2013,8,3,180214,379383,"108785"
32143,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Feistritzbach",2013,6,3,489466,508599,"102499"
32144,"Fluviatiler Feststofftransport","Gering","Oberösterreich","Reichenbach",2013,6,3,479170,489383,"102435"
32151,"Fluviatiler Feststofftransport","Stark","Tirol","Schnannerbach",2013,8,3,176191,366038,"109713"
32178,"Fluviatiler Feststofftransport","Extrem","Tirol","Grafenbach",2013,7,26,328345,323016,"108845"
32179,"Murartiger Feststofftransport","Mittel","Tirol","Inneres Pechbachl",2013,7,26,333218,324386,"108876"
32193,"Murartiger Feststofftransport","Extrem","Tirol","Riedlbach",2013,7,26,334027,326541,"153215"
32194,"Murartiger Feststofftransport","Stark","Tirol","Brandwiesenbäche",2013,7,26,333547,325597,"141015"
32195,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Trambach",2013,6,2,446563,446103,"102856"
32196,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Gschliefgraben",2013,8,1,435584,443446,"102967"
32197,"Murartiger Feststofftransport","Mittel","Tirol","Beutelbach",2013,7,8,193175,354027,"109615"
32199,"Fluviatiler Feststofftransport","Gering","Steiermark","Kleinveitschbach",2013,8,9,562648,411257,"106535"
32200,"Fluviatiler Feststofftransport","Gering","Steiermark","Lohmbach",2013,8,9,572289,423387,"104815"
32201,"Fluviatiler Feststofftransport","Gering","Steiermark","Altenbergerbach",2013,8,9,574132,424814,"104670"
32202,"Fluviatiler Feststofftransport","Gering","Steiermark","Birkhoferbach",2013,8,9,563890,407359,"104479"
32203,"Fluviatiler Feststofftransport","Gering","Steiermark","Rittisbach",2013,8,9,565549,408423,"107428"
32204,"Fluviatiler Feststofftransport","Gering","Steiermark","Brennergraben",2013,8,9,567470,408611,"107400"
32205,"Fluviatiler Feststofftransport","Mittel","Steiermark","Rettenbach",2013,8,9,564479,419672,"106047"
